vx  vy
-2.9043434324194095e-13  0.0
9.224806541759762  1.297850715786808e-13
5.114313210251427  0.0
3.382959961766199  3.1086244689504383e-15
2.5413721288363655  1.0258460747536446e-13
2.0308770378270546  0.0
1.690427587798111  -6.017408793468348e-14
1.4467968040386192  0.0
1.2637710445523316  0.0
1.1211560569809977  0.0
1.0068377771125556  0.0
0.9131054379693833  0.0
0.8348190111664322  0.0
0.7684209280130705  0.0
0.7113712875064808  0.0
0.6618089019666302  5.5067062021407764e-14
0.6183394318019555  -5.417888360170764e-14
0.5798982900493024  0.0
0.5456592433987469  0.0
0.5149718729052232  0.0
0.48731778952162075  0.0
0.46227934686040273  0.0
0.4395168670997428  0.0
0.4187517798098368  0.0
0.39975393838718354  0.0
0.3823319324225086  0.0
0.3663255765928064  0.0
0.35159999867724645  0.0
0.3380409143135791  0.0
0.3255507910170964  0.0
0.31404568582864756  0.0
0.303452600654027  0.0
0.29370724393540193  0.0
0.2847521211824189  0.0
0.27653490275674864  0.0
0.26900703662695247  0.0
0.26212258730073046  0.0
0.255837290157034  0.0
0.2501078132705016  0.0
0.2448912171612811  0.0
0.24014459777283076  0.0
0.2358248908876064  0.0
0.2318888089151283  0.0
0.22829287528362024  0.0
0.2249935189027033  0.0
0.22194719207679547  0.0
0.21911047982354148  0.0
0.21644017614083177  0.0
0.21389331229820213  0.0
0.21142713253662676  0.0
0.20899902261102377  0.0
0.20656640566064  0.0
0.20408662751783918  0.0
0.20151685954817689  0.0
0.1988140513107512  0.0
0.19593496750700812  0.0
0.19283634341303646  0.0
0.18947518961011445  0.0
0.1858092695419872  0.0
0.18179776151974003  0.0
0.17740209997250578  0.0
0.1725869695287813  0.0
0.16732140162722173  0.0
0.16157989984771087  0.0
0.15534350120875942  0.0
0.1486006709138371  0.0
0.14134793140347077  0.0
0.13359014510063444  0.0
0.1253404029900462  0.0
0.11661951394345876  0.0
0.10745513565644355  0.0
0.0978806292411889  0.0
0.0879337488083248  0.0
0.07765529023180097  0.0
0.06708781872827603  0.0
0.056274575334563565  0.0
0.045258632679910954  0.0
0.03408233637109882  0.0
0.022787035042630188  0.0
0.01141307337222179  0.0
0.0  0.0
5.773159728050814e-14  9.227179146318269
5.843611326001201  5.845983935301064
4.167623463040466  1.8342280645083315
3.074315931744776  0.950187501498125
2.398086404470044  0.5727991742942229
1.9552287203163043  0.3802203805285803
1.6456561340421505  0.2698859081064898
1.4182329514652299  0.20117330962684943
1.2444634488350808  0.1556262737245232
1.1075101535777223  0.12394337596242411
0.9968430939086008  0.10104255863321632
0.9055684886150945  0.08396462766031931
0.8289956321630102  0.07089474808665452
0.763827884720523  0.06067110524635677
0.7076838377746756  0.05252257134838123
0.6588023201457854  0.0459213043339437
0.6158542073410767  0.0404962429231962
0.5778186607380806  0.03598040581664674
0.5438995350784068  0.032177725270744195
0.5134675664369601  0.028941572283185002
0.4860195370489153  0.026160499237953383
0.461148877643773  0.02374856228930322
0.43852413319071415  0.02163862230342667
0.41787293297336625  0.019777626607834276
0.3989698753391136  0.018123234926341658
0.38162723554801276  0.01664137439366664
0.3656877342162454  0.015304447413121869
0.35101882555034686  0.014090004876546214
0.3375081168870331  0.012979754896799534
0.3250596378798308  0.011958815164083147
0.31359075430079025  0.011015142342555462
0.3030295777775544  0.010139089048549765
0.2933127652349312  0.00932305083341628
0.2843836344340576  0.008561174244346048
0.27619054718162156  0.007849103838704796
0.26868553079552976  0.007183751943270311
0.26182312177422407  0.006563080513299568
0.2555594235008707  0.005985889838289293
0.24985137240178246  0.005451613890102486
0.24465620478949845  0.004960126364699363
0.2399311107147136  0.004511564404054869
0.23563305312243638  0.004106178132706223
0.23171872241410632  0.0037442133431370983
0.2281445900890455  0.0034258321276129378
0.22486702199751987  0.003151072563284646
0.2218424126656222  0.0029198445048708443
0.21902730708937004  0.002731954916644408
0.2163784845544109  0.0025871535663246348
0.21385298919308268  0.0024851885692914744
0.21140810283246825  0.0024258611445963085
0.20900126610769834  0.0024090697515675163
0.2065899630702408  0.002434835130585844
0.20413159223007724  0.0025032993896039746
0.20158335300555802  0.0026146939795256563
0.19890218085169534  0.00276927321952658
0.19604476672796822  0.0029672121442579635
0.19296769663361904  0.0032084701053132353
0.18962774398399274  0.003492625029621735
0.18598234071637493  0.003818687604755608
0.1819902413091899  0.0041849097319233974
0.17761237686074427  0.004588606767667619
0.1728128743296528  0.0050260172893444865
0.1675601906030714  0.005492225974109768
0.16182828537179003  0.005981173193213396
0.15559773539101224  0.0064857680676605745
0.14885668079042547  0.00699810991628147
0.14160149632059937  0.0075098075657461655
0.13383709937020455  0.008012369575676657
0.1255768415253411  0.008497624635888185
0.11684197683775285  0.008958123711348555
0.10766075016549118  0.00938747621110013
0.09806719392643604  0.009780581749252427
0.08809975329016831  0.010133734956767157
0.07779987317494641  0.010444599683099645
